filename,width,height,class,xmin,ymin,xmax,ymax
2 (154).jpg,1366,910,stoplight,305,14,550,389
2 (154).jpg,1366,910,stop,325,62,443,162
2 (154).jpg,1366,910,stoplight,504,601,537,638
2 (155).jpg,793,361,stoplight,633,9,689,140
2 (155).jpg,793,361,stoplight,440,128,475,163
2 (155).jpg,793,361,stoplight,536,151,561,194
2 (156).jpg,1620,1080,stoplight,612,230,689,351
2 (156).jpg,1620,1080,stoplight,402,453,448,554
2 (156).jpg,1620,1080,stoplight,525,345,574,427
2 (156).jpg,1620,1080,stoplight,984,415,1036,525
2 (156).jpg,1620,1080,stoplight,1266,284,1312,387
2 (156).jpg,1620,1080,stoplight,1431,417,1531,548
2 (156).jpg,1620,1080,stop,628,245,671,276
2 (156).jpg,1620,1080,stop,994,428,1028,464
2 (156).jpg,1620,1080,stop,407,466,443,499
2 (16).jpg,1024,576,stoplight,400,1,636,576
2 (16).jpg,1024,576,stop,450,25,663,203
2 (16).jpg,1024,576,wait,461,192,639,361
2 (16).jpg,1024,576,go,449,349,633,522
2 (17).jpg,625,350,stoplight,231,73,259,137
2 (17).jpg,625,350,stoplight,232,138,261,177
2 (17).jpg,625,350,stoplight,494,7,592,173
2 (17).jpg,625,350,stop,235,80,256,101
2 (17).jpg,625,350,go,497,84,587,169
2 (2).jpg,1920,1080,stoplight,749,57,1164,1004
2 (2).jpg,1920,1080,stop,766,119,1066,412
2 (2).jpg,1920,1080,wait,745,402,1043,663
2 (2).jpg,1920,1080,go,743,655,1086,914
2 (23).jpg,636,332,stoplight,279,150,364,332
2 (23).jpg,636,332,go,288,278,359,327
2 (24).jpg,590,332,stoplight,214,26,238,73
2 (24).jpg,590,332,stoplight,42,94,68,156
2 (24).jpg,590,332,stop,220,30,236,47
2 (24).jpg,590,332,stop,47,117,64,135
2 (26).jpg,750,568,stoplight,183,352,421,568
2 (26).jpg,750,568,stop,246,372,399,506
2 (27).jpg,1536,2048,stoplight,997,411,1078,552
2 (27).jpg,1536,2048,stoplight,435,423,482,514
2 (27).jpg,1536,2048,stoplight,413,1,497,127
2 (27).jpg,1536,2048,stop,997,411,1078,483
2 (28).jpg,750,400,stoplight,360,12,594,384
2 (28).jpg,750,400,wait,356,42,580,212
2 (29).jpg,1000,667,stoplight,624,32,780,345
2 (29).jpg,1000,667,stop,638,65,757,156
2 (3).jpg,602,857,stoplight,131,127,471,710
2 (3).jpg,602,857,stop,206,188,451,427
2 (3).jpg,602,857,go,201,459,460,690
2 (30).jpg,420,231,stoplight,268,2,361,192
2 (30).jpg,420,231,go,270,121,354,185
2 (31).jpg,1200,675,stoplight,668,139,886,565
2 (31).jpg,1200,675,go,735,382,873,523
2 (32).jpg,637,332,stoplight,518,53,539,94
2 (32).jpg,637,332,stoplight,16,38,34,104
2 (34).jpg,1200,824,stoplight,1009,3,1108,118
2 (34).jpg,1200,824,go,1024,66,1078,108
2 (34).jpg,1200,824,stoplight,3,86,25,129
2 (35).jpg,565,344,stoplight,415,1,433,25
2 (35).jpg,565,344,stoplight,294,42,308,69
2 (35).jpg,565,344,stoplight,212,128,226,150
2 (35).jpg,565,344,go,413,11,435,25
2 (36).jpg,300,210,stoplight,107,3,236,190
2 (36).jpg,300,210,stop,141,14,235,74
2 (36).jpg,300,210,wait,137,65,233,120
2 (36).jpg,300,210,go,133,115,232,172
2 (39).jpg,1280,720,stoplight,997,204,1073,321
2 (39).jpg,1280,720,stoplight,90,1,130,79
2 (39).jpg,1280,720,go,1010,282,1064,316
2 (39).jpg,1280,720,go,87,35,123,70
2 (4).jpg,602,857,stoplight,156,137,445,733
2 (4).jpg,602,857,stop,161,229,399,428
2 (4).jpg,602,857,go,162,441,418,642
2 (40).jpg,760,450,stoplight,536,1,597,115
2 (40).jpg,760,450,go,543,67,586,106
2 (42).jpg,3478,2949,stoplight,972,1046,1168,1437
2 (42).jpg,3478,2949,stoplight,2427,178,3363,1969
2 (42).jpg,3478,2949,stop,977,1074,1159,1210
2 (42).jpg,3478,2949,stop,2531,296,3204,874
2 (42).jpg,3478,2949,stoplight,281,2264,509,2496
2 (43).jpg,1280,853,stoplight,278,5,514,512
2 (43).jpg,1280,853,stop,345,4,506,126
2 (44).jpg,678,381,stoplight,539,3,649,170
2 (44).jpg,678,381,go,554,105,624,160
2 (44).jpg,678,381,stoplight,393,51,412,96
2 (44).jpg,678,381,go,392,77,413,92
2 (45).jpg,640,640,stoplight,135,181,214,350
2 (45).jpg,640,640,stoplight,575,4,623,121
2 (46).jpg,640,359,stoplight,323,2,349,63
2 (46).jpg,640,359,stoplight,74,135,118,198
2 (46).jpg,640,359,stoplight,78,103,112,134
2 (46).jpg,640,359,stoplight,579,183,615,222
2 (48).jpg,750,500,stoplight,221,3,282,126
2 (48).jpg,750,500,go,231,74,275,118
2 (5).jpg,1000,1000,stoplight,416,193,620,766
2 (5).jpg,1000,1000,stop,422,207,622,378
2 (5).jpg,1000,1000,wait,431,383,625,540
2 (5).jpg,1000,1000,go,414,530,620,716
2 (50).jpg,637,332,stoplight,25,69,73,198
2 (50).jpg,637,332,stop,30,77,76,118
2 (51).jpg,2835,1890,stoplight,2298,1,2598,647
2 (54).jpg,1200,800,stoplight,271,26,402,269
2 (54).jpg,1200,800,stoplight,790,95,882,253
2 (54).jpg,1200,800,stoplight,979,240,1021,311
2 (54).jpg,1200,800,stoplight,1019,241,1058,325
2 (55).jpg,8256,5504,stoplight,4031,426,7723,4151
2 (55).jpg,8256,5504,stop,4140,626,7348,3501
2 (56).jpg,2136,1200,stoplight,623,147,757,482
2 (56).jpg,2136,1200,stop,636,178,744,267
2 (57).jpg,660,360,stoplight,418,19,507,244
2 (57).jpg,660,360,stop,425,30,498,86
2 (58).jpg,426,640,stoplight,108,28,192,216
2 (58).jpg,426,640,stoplight,196,231,268,359
2 (59).jpg,1280,720,stoplight,527,78,840,559
2 (59).jpg,1280,720,go,619,361,804,522
2 (6).jpg,1000,1000,stoplight,393,198,510,459
2 (6).jpg,1000,1000,stoplight,511,212,608,443
2 (6).jpg,1000,1000,stop,402,206,491,283
2 (6).jpg,1000,1000,wait,382,275,493,357
2 (6).jpg,1000,1000,go,390,359,491,439
2 (60).jpg,1200,1473,stoplight,200,1,414,479
2 (60).jpg,1200,1473,stop,216,18,378,148
2 (61).jpg,1024,682,stoplight,286,152,377,341
2 (61).jpg,1024,682,stoplight,384,319,424,399
2 (61).jpg,1024,682,stop,301,168,369,225
2 (61).jpg,1024,682,stop,385,321,423,350
2 (62).jpg,670,461,stoplight,54,4,152,203
2 (62).jpg,670,461,stoplight,327,101,366,168
2 (62).jpg,670,461,stoplight,479,67,542,181
2 (62).jpg,670,461,stoplight,446,79,487,148
2 (62).jpg,670,461,stop,63,12,147,77
2 (62).jpg,670,461,wait,61,72,151,129
2 (62).jpg,670,461,go,69,128,151,186
2 (62).jpg,670,461,stop,491,78,536,113
2 (62).jpg,670,461,stop,448,87,484,114
2 (62).jpg,670,461,wait,496,110,536,140
2 (62).jpg,670,461,go,497,137,538,171
2 (62).jpg,670,461,go,447,118,485,148
2 (63).jpg,700,393,stoplight,35,35,80,138
2 (63).jpg,700,393,stoplight,573,54,627,126
2 (63).jpg,700,393,stoplight,492,99,524,148
2 (63).jpg,700,393,stoplight,524,84,564,138
2 (63).jpg,700,393,stop,38,42,72,72
2 (64).jpg,3118,2096,stoplight,66,390,308,932
2 (64).jpg,3118,2096,stoplight,2544,535,2831,999
2 (64).jpg,3118,2096,stop,73,415,286,596
2 (64).jpg,3118,2096,stop,2625,567,2802,712
2 (64).jpg,3118,2096,stoplight,2386,961,2592,1209
2 (64).jpg,3118,2096,stop,2392,986,2505,1057
2 (65).jpg,864,486,stoplight,257,6,539,432
2 (65).jpg,864,486,go,335,251,515,409
2 (66).jpg,731,410,stoplight,245,136,305,262
2 (66).jpg,731,410,stoplight,546,4,585,77
2 (68).jpg,3641,2428,stoplight,2985,44,3537,588
2 (68).jpg,3641,2428,stop,3259,110,3566,347
2 (69).jpg,1200,1600,stoplight,642,290,1020,1170
2 (69).jpg,1200,1600,stoplight,330,275,608,831
2 (69).jpg,1200,1600,stoplight,415,738,628,1112
2 (69).jpg,1200,1600,go,308,470,625,768
2 (69).jpg,1200,1600,go,430,894,603,1063
2 (69).jpg,1200,1600,stop,691,365,969,612
2 (7).jpg,1024,576,stoplight,371,28,671,536
2 (7).jpg,1024,576,stop,373,49,650,281
2 (7).jpg,1024,576,go,365,287,655,507
2 (71).jpg,1366,910,stoplight,1007,380,1084,528
2 (71).jpg,1366,910,stoplight,97,1,182,153
2 (71).jpg,1366,910,stoplight,1112,438,1147,496
2 (71).jpg,1366,910,stoplight,1113,598,1144,644
2 (71).jpg,1366,910,stoplight,1148,616,1175,648
2 (71).jpg,1366,910,stoplight,293,495,307,527
2 (71).jpg,1366,910,stoplight,240,489,262,523
2 (71).jpg,1366,910,stoplight,447,537,480,589
2 (71).jpg,1366,910,stop,1013,381,1069,431
2 (71).jpg,1366,910,wait,1012,428,1079,474
2 (71).jpg,1366,910,go,1013,471,1080,523
2 (72).jpg,720,403,stoplight,161,3,373,403
2 (72).jpg,720,403,stoplight,361,21,513,292
2 (72).jpg,720,403,go,163,233,327,384
2 (72).jpg,720,403,stop,371,29,513,155
2 (76).jpg,640,480,stoplight,480,48,529,151
2 (76).jpg,640,480,stoplight,445,55,481,150
2 (76).jpg,640,480,stoplight,194,105,227,172
2 (78).jpg,660,360,stoplight,266,76,290,122
2 (78).jpg,660,360,stoplight,127,192,150,233
2 (78).jpg,660,360,stoplight,542,214,558,251
2 (79).jpg,4160,2772,stoplight,1655,907,2442,1307
2 (80).jpg,1024,684,stoplight,125,11,315,271
2 (80).jpg,1024,684,go,113,173,221,254
2 (81).jpg,1060,795,stoplight,120,3,980,457
2 (81).jpg,1060,795,stop,592,58,734,182
2 (81).jpg,1060,795,wait,599,173,737,288
2 (81).jpg,1060,795,go,599,281,731,402
2 (83).jpg,1000,750,stoplight,662,189,708,261
2 (83).jpg,1000,750,stoplight,279,400,309,439
2 (83).jpg,1000,750,stoplight,405,331,425,371
2 (83).jpg,1000,750,stoplight,921,383,949,446
2 (83).jpg,1000,750,stop,670,195,700,221
2 (83).jpg,1000,750,stop,916,381,953,413
2 (83).jpg,1000,750,stop,408,345,421,354
2 (84).jpg,600,900,stoplight,89,248,183,481
2 (84).jpg,600,900,stoplight,389,145,483,301
2 (84).jpg,600,900,stoplight,285,384,385,523
2 (84).jpg,600,900,stoplight,447,445,503,560
2 (84).jpg,600,900,stoplight,536,474,589,593
2 (84).jpg,600,900,stop,95,262,191,338
2 (84).jpg,600,900,stop,394,147,443,197
2 (84).jpg,600,900,stop,432,171,477,218
2 (84).jpg,600,900,stop,335,396,383,443
2 (84).jpg,600,900,stop,457,460,503,496
2 (84).jpg,600,900,stop,546,484,591,523
2 (84).jpg,600,900,go,295,432,332,474
2 (84).jpg,600,900,go,517,521,548,552
2 (85).jpg,1200,675,stoplight,405,1,688,400
2 (86).jpg,740,420,stoplight,354,78,491,323
2 (86).jpg,740,420,stoplight,202,90,353,414
2 (87).jpg,604,347,stoplight,219,1,363,312
2 (87).jpg,604,347,stop,218,3,341,101
2 (87).jpg,604,347,wait,217,92,337,189
2 (87).jpg,604,347,go,215,183,344,283
2 (89).jpg,670,376,stoplight,270,15,404,350
2 (89).jpg,670,376,stop,278,47,396,142
2 (89).jpg,670,376,wait,277,142,394,238
2 (89).jpg,670,376,go,281,239,398,333
2 (90).jpg,670,376,stoplight,213,10,256,97
2 (90).jpg,670,376,stoplight,456,23,501,110
2 (90).jpg,670,376,stoplight,572,195,624,259
2 (90).jpg,670,376,stoplight,25,201,49,261
2 (90).jpg,670,376,stoplight,52,199,75,248
2 (90).jpg,670,376,go,215,58,253,93
2 (90).jpg,670,376,go,467,69,497,101
2 (90).jpg,670,376,go,600,235,625,254
2 (90).jpg,670,376,go,24,238,49,263
2 (91).jpg,670,376,stoplight,258,38,395,293
2 (91).jpg,670,376,stop,265,43,387,165
2 (91).jpg,670,376,go,265,167,389,278
2 (93).jpg,887,589,stoplight,165,58,242,219
2 (93).jpg,887,589,stoplight,674,46,771,225
2 (93).jpg,887,589,stoplight,656,214,706,276
2 (93).jpg,887,589,stop,703,64,762,111
2 (93).jpg,887,589,stop,170,71,226,114
2 (94).jpg,500,500,stoplight,174,97,329,369
2 (94).jpg,500,500,stop,196,106,331,227
2 (94).jpg,500,500,go,188,231,329,345
2 (95).jpg,460,287,stoplight,129,6,265,277
2 (95).jpg,460,287,stoplight,246,73,336,287
2 (95).jpg,460,287,stoplight,318,125,391,287
2 (95).jpg,460,287,stoplight,382,192,437,287
2 (95).jpg,460,287,stoplight,428,242,460,287
2 (95).jpg,460,287,stop,139,32,244,106
2 (95).jpg,460,287,stop,250,103,311,162
2 (95).jpg,460,287,stop,324,151,372,200
2 (95).jpg,460,287,stop,381,211,420,250
2 (95).jpg,460,287,stop,429,250,458,286
2 (96).jpg,620,410,stoplight,208,105,231,151
2 (96).jpg,620,410,stoplight,492,202,516,236
2 (96).jpg,620,410,stoplight,546,197,575,229
2 (96).jpg,620,410,stoplight,585,124,603,158
2 (97).jpg,730,290,stoplight,130,3,498,290
2 (97).jpg,730,290,wait,173,56,501,195
2 (98).jpg,1280,853,stoplight,184,139,458,757
2 (98).jpg,1280,853,stoplight,475,165,699,658
2 (98).jpg,1280,853,stop,217,166,448,367
2 (98).jpg,1280,853,stop,506,200,667,354
2 (99).jpg,900,703,stoplight,287,114,325,189
2 (99).jpg,900,703,stoplight,550,120,587,194
2 (99).jpg,900,703,stoplight,739,115,774,194
2 (99).jpg,900,703,stoplight,87,311,122,377
280 Traffic Light Empty Road Photos and Premium_yyt.jpg,612,459,stoplight,539,88,584,171
280 Traffic Light Empty Road Photos and Premium_yyt.jpg,612,459,stop,537,92,578,120
295 Traffic Lights In Istanbul Turkey Stock Photos_ (3).jpg,612,408,stoplight,198,96,415,408
295 Traffic Lights In Istanbul Turkey Stock Photos_ (3).jpg,612,408,stoplight,5,126,209,408
295 Traffic Lights In Istanbul Turkey Stock Photos_ (3).jpg,612,408,stop,195,103,388,266
295 Traffic Lights In Istanbul Turkey Stock Photos_ (4).jpg,612,425,stoplight,442,159,466,204
295 Traffic Lights In Istanbul Turkey Stock Photos_ (4).jpg,612,425,stoplight,74,203,87,228
295 Traffic Lights In Istanbul Turkey Stock Photos_ (4).jpg,612,425,stop,445,161,465,177
295 Traffic Lights In Istanbul Turkey Stock Photos_ (5).jpg,612,408,stoplight,111,285,141,322
295 Traffic Lights In Istanbul Turkey Stock Photos_ (5).jpg,612,408,stoplight,29,283,50,310
295 Traffic Lights In Istanbul Turkey Stock Photos_ (5).jpg,612,408,stoplight,441,260,468,308
295 Traffic Lights In Istanbul Turkey Stock Photos_ (5).jpg,612,408,stoplight,537,288,557,327
295 Traffic Lights In Istanbul Turkey Stock Photos_ (5).jpg,612,408,stoplight,227,296,242,326
295 Traffic Lights In Istanbul Turkey Stock Photos_ (5).jpg,612,408,stoplight,365,305,380,337
295 Traffic Lights In Istanbul Turkey Stock Photos_ (5).jpg,612,408,stop,446,264,461,279
295 Traffic Lights In Istanbul Turkey Stock Photos_ (5).jpg,612,408,wait,445,276,463,291
295 Traffic Lights In Istanbul Turkey Stock Photos_ (5).jpg,612,408,wait,537,301,555,315
295 Traffic Lights In Istanbul Turkey Stock Photos_ (5).jpg,612,408,stop,537,292,556,307
295 Traffic Lights In Istanbul Turkey Stock Photos_ (6).jpg,408,612,stoplight,109,15,208,118
295 Traffic Lights In Istanbul Turkey Stock Photos_ (6).jpg,408,612,stoplight,242,92,269,138
295 Traffic Lights In Istanbul Turkey Stock Photos_ (6).jpg,408,612,go,154,50,182,80
295 Traffic Lights In Istanbul Turkey Stock Photos_ (6).jpg,408,612,go,245,116,269,136
295 Traffic Lights In Istanbul Turkey Stock Photos_.jpg,612,459,stoplight,180,100,205,140
295 Traffic Lights In Istanbul Turkey Stock Photos_.jpg,612,459,stoplight,110,202,138,232
295 Traffic Lights In Istanbul Turkey Stock Photos_.jpg,612,459,stoplight,62,163,80,195
295 Traffic Lights In Istanbul Turkey Stock Photos_.jpg,612,459,stoplight,28,218,45,245
295 Traffic Lights In Istanbul Turkey Stock Photos_.jpg,612,459,stoplight,505,181,529,225
295 Traffic Lights In Istanbul Turkey Stock Photos_.jpg,612,459,stoplight,323,76,353,128
295 Traffic Lights In Istanbul Turkey Stock Photos_.jpg,612,459,stop,325,77,349,99
295 Traffic Lights In Istanbul Turkey Stock Photos_.jpg,612,459,stop,506,180,525,202
295 Traffic Lights In Istanbul Turkey Stock Photos_.jpg,612,459,stop,187,98,202,116
295 Traffic Lights In Istanbul Turkey Stock Photos_.jpg,612,459,stop,110,200,126,217
295 Traffic Lights In Istanbul_ Turkey Stock Photos.jpg,612,408,stoplight,302,215,333,250
295 Traffic Lights In Istanbul_ Turkey Stock Photos.jpg,612,408,stop,307,217,325,236
295 Traffic Lights In Istanbul_ Turkey Stock Photos.jpg,612,408,stoplight,184,251,205,277
2_394 Red Light Area Photos and Premium High_yythkg.jpg,420,612,stoplight,109,8,232,205
3 WAY intersection Traffic lights _ 3D Warehouse.jpg,910,512,stoplight,616,105,733,162
3 WAY intersection Traffic lights _ 3D Warehouse.jpg,910,512,stop,626,115,659,155
3 WAY intersection Traffic lights _ 3D Warehouse.jpg,910,512,wait,656,110,690,151
3 WAY intersection Traffic lights _ 3D Warehouse.jpg,910,512,go,685,108,723,155
490 Stop Traffic Turkey Photos - Free & Roya.jpg,600,900,stoplight,77,99,442,636
490 Stop Traffic Turkey Photos - Free & Roya.jpg,600,900,stop,261,158,422,311
490 Stop Traffic Turkey Photos - Free & Roya.jpg,600,900,go,66,275,232,444
60_785 Traffic Light Stock Photos_ Pictures & Royal (1).jpg,612,612,stoplight,59,66,315,523
60_785 Traffic Light Stock Photos_ Pictures & Royal (1).jpg,612,612,stop,116,108,255,227
60_785 Traffic Light Stock Photos_ Pictures & Royal (1).jpg,612,612,wait,121,239,261,356
60_785 Traffic Light Stock Photos_ Pictures & Royal (1).jpg,612,612,go,120,375,254,492
645 Traffic Lights Turkey Stock Photos - Free_yythk.jpg,800,534,stoplight,231,312,264,355
645 Traffic Lights Turkey Stock Photos - Free_yythk.jpg,800,534,stoplight,353,206,368,244
645 Traffic Lights Turkey Stock Photos - Free_yythk.jpg,800,534,stoplight,428,207,444,243
645 Traffic Lights Turkey Stock Photos - Free_yythk.jpg,800,534,stoplight,534,320,556,359
645 Traffic Lights Turkey Stock Photos - Free_yythk.jpg,800,534,stoplight,676,352,698,389
645 Traffic Lights Turkey Stock Photos - Free_yythk.jpg,800,534,stop,354,208,369,225
645 Traffic Lights Turkey Stock Photos - Free_yythk.jpg,800,534,stop,429,208,444,226
645 Traffic Lights Turkey Stock Photos - Free_yythk.jpg,800,534,stop,533,317,553,337
645 Traffic Lights Turkey Stock Photos - Free_yythk.jpg,800,534,stop,239,318,263,333
850 traffic-light signals to be analysed in Melbour.jpg,800,621,stoplight,257,104,448,442
850 traffic-light signals to be analysed in Melbour.jpg,800,621,go,296,310,407,401
A full moon rises over Istanbul_ Turkey - 13.jpg,800,533,stoplight,262,156,541,533
A full moon rises over Istanbul_ Turkey - 13.jpg,800,533,stop,256,206,477,364
A new way to time traffic lights uses AI_yyt.jpg,1280,1024,stoplight,87,24,963,1024
A new way to time traffic lights uses AI_yyt.jpg,1280,1024,stoplight,959,442,1280,1024
A new way to time traffic lights uses AI_yyt.jpg,1280,1024,stop,151,32,912,732
A new way to time traffic lights uses AI_yyt.jpg,1280,1024,stop,1003,491,1276,733
According to Japanese Traffic Lights_ Bleen Means G.jpg,2048,1365,stoplight,841,244,2048,1255
Adnan Menderes Bulvarı - İstanbul Büyükşehir Belediyesi.jpg,700,315,stoplight,62,71,122,157
Adnan Menderes Bulvarı - İstanbul Büyükşehir Belediyesi.jpg,700,315,stoplight,558,1,594,67
AI-Enabled Traffic Lights May Make Traffic Jams a_y.jpg,1199,899,stoplight,390,115,475,266
AI-Enabled Traffic Lights May Make Traffic Jams a_y.jpg,1199,899,stoplight,891,1,1199,559
AI-Enabled Traffic Lights May Make Traffic Jams a_y.jpg,1199,899,stoplight,369,497,419,564
AI-Enabled Traffic Lights May Make Traffic Jams a_y.jpg,1199,899,stoplight,798,458,836,503
AI-Enabled Traffic Lights May Make Traffic Jams a_y.jpg,1199,899,stop,895,15,1130,138
Amber Traffic Lights _ Driver Training _ The_yythkg.jpg,640,360,stoplight,288,67,367,255
Amber Traffic Lights _ Driver Training _ The_yythkg.jpg,640,360,stoplight,414,105,493,286
Amber Traffic Lights _ Driver Training _ The_yythkg.jpg,640,360,wait,290,126,372,181
Amber Traffic Lights _ Driver Training _ The_yythkg.jpg,640,360,wait,421,165,496,219
Appio-Claudio - Wikidata.jpg,1200,900,stoplight,400,26,495,144
Appio-Claudio - Wikidata.jpg,1200,900,stoplight,692,377,757,481
Appio-Claudio - Wikidata.jpg,1200,900,stoplight,840,449,903,507
Appio-Claudio - Wikidata.jpg,1200,900,stop,696,380,747,423
Appio-Claudio - Wikidata.jpg,1200,900,stop,409,33,473,81
Appio-Claudio - Wikidata.jpg,1200,900,stop,859,462,895,491
Artificial intelligence to direct traffic in Istanbul_yyth.jpg,640,388,stoplight,196,15,360,337
Artificial intelligence to direct traffic in Istanbul_yyth.jpg,640,388,wait,219,116,338,215
Asked and Answered_ How traffic lights get installe.jpg,1200,675,stoplight,195,242,333,492
Asked and Answered_ How traffic lights get installe.jpg,1200,675,stoplight,917,157,1073,444
Asked and Answered_ How traffic lights get installe.jpg,1200,675,stop,177,244,332,344
Asked and Answered_ How traffic lights get installe.jpg,1200,675,stop,936,171,1062,284
Asya Traffic Inc Istanbul Branch is in activity__yy.jpg,1024,576,stoplight,654,61,959,528
Asya Traffic Signalling Attended to the Intertraffic_yythk.jpg,1280,720,stoplight,227,85,378,331
Asya Traffic Signalling Attended to the Intertraffic_yythk.jpg,1280,720,stoplight,318,49,578,408
Asya Traffic Signalling Attended to the Intertraffic_yythk.jpg,1280,720,stoplight,592,91,690,256
Asya Traffic Signalling Attended to the Intertraffic_yythk.jpg,1280,720,stop,228,85,353,177
Asya Traffic Signalling Attended to the Intertraffic_yythk.jpg,1280,720,stop,430,64,567,185
Asya Traffic Signalling Attended to the Intertraffic_yythk.jpg,1280,720,stop,597,100,684,185
Audi networks with traffic lights in Düsseldorf __y.jpg,1280,853,stoplight,379,306,436,395
Audi networks with traffic lights in Düsseldorf __y.jpg,1280,853,stoplight,97,584,139,654
Audi networks with traffic lights in Düsseldorf __y.jpg,1280,853,stoplight,1030,305,1075,402
Audi networks with traffic lights in Düsseldorf __y.jpg,1280,853,go,384,360,430,388
Audi networks with traffic lights in Düsseldorf __y.jpg,1280,853,go,101,626,128,648
Audi networks with traffic lights in Düsseldorf __y.jpg,1280,853,go,1036,360,1071,388
Audi networks with traffic lights in Europe __yythk.jpg,1160,773,stoplight,521,86,546,131
Audi networks with traffic lights in Europe __yythk.jpg,1160,773,stoplight,650,79,689,142
Audi networks with traffic lights in Europe __yythk.jpg,1160,773,stoplight,808,93,841,150
Audi networks with traffic lights in Europe __yythk.jpg,1160,773,stoplight,972,302,1041,372
Audi networks with traffic lights in Europe __yythk.jpg,1160,773,stoplight,425,202,466,252
Audi networks with traffic lights in Europe __yythk.jpg,1160,773,stop,523,84,546,103
Audi networks with traffic lights in Europe __yythk.jpg,1160,773,stop,655,79,684,109
Audi networks with traffic lights in Europe __yythk.jpg,1160,773,stop,812,88,841,117
Audi networks with traffic lights in Europe __yythk.jpg,1160,773,stop,1002,306,1037,332
Audi networks with traffic lights in Europe __yythk.jpg,1160,773,stop,428,204,457,224
Blick aus der Vogelperspektive auf eine verkehrsreiche_yyt (1).jpg,1050,697,stoplight,340,91,365,119
Blick aus der Vogelperspektive auf eine verkehrsreiche_yyt (1).jpg,1050,697,stoplight,38,308,62,339
Blick aus der Vogelperspektive auf eine verkehrsreiche_yyt (1).jpg,1050,697,stoplight,445,180,470,222
Blick aus der Vogelperspektive auf eine verkehrsreiche_yyt (1).jpg,1050,697,stoplight,370,435,392,469
Blick aus der Vogelperspektive auf eine verkehrsreiche_yyt (1).jpg,1050,697,stoplight,556,312,578,340
Blick aus der Vogelperspektive auf eine verkehrsreiche_yyt (1).jpg,1050,697,stoplight,687,449,717,491
Bus-only lanes planned to ease Istanbul traffic -_y.jpg,626,348,stoplight,174,11,198,46
Bus-only lanes planned to ease Istanbul traffic -_y.jpg,626,348,stoplight,230,11,252,46
Bus-only lanes planned to ease Istanbul traffic -_y.jpg,626,348,stoplight,307,6,327,44
Bus-only lanes planned to ease Istanbul traffic -_y.jpg,626,348,stoplight,367,8,386,44
Buy BNR 3 Aspect 100mm LED Traffic Lights 12.jpg,2614,2674,stoplight,850,165,1813,2515
Buy BNR 3 Aspect 100mm LED Traffic Lights 12.jpg,2614,2674,stop,959,274,1692,940
Buy BNR 3 Aspect 100mm LED Traffic Lights 12.jpg,2614,2674,wait,942,1011,1688,1632
Buy BNR 3 Aspect 100mm LED Traffic Lights 12.jpg,2614,2674,go,925,1761,1713,2424
Buy Theo Klein - Traffic Lights Premium Toys_yythkg.jpg,1232,1500,stoplight,453,2,791,465
Buy Theo Klein - Traffic Lights Premium Toys_yythkg.jpg,1232,1500,stop,528,47,700,170
Buy Theo Klein - Traffic Lights Premium Toys_yythkg.jpg,1232,1500,wait,528,170,707,295
Buy Theo Klein - Traffic Lights Premium Toys_yythkg.jpg,1232,1500,go,530,297,694,429
Can we take a moment to admire the full_yyth.jpg,640,360,stoplight,173,24,213,91
Can we take a moment to admire the full_yyth.jpg,640,360,wait,175,38,210,64
Can we take a moment to admire the full_yyth.jpg,640,360,stoplight,365,199,387,237
Check Out these Innovative Traffic Lights in Izmir_.jpg,1200,601,stoplight,599,153,636,235
Check Out these Innovative Traffic Lights in Izmir_.jpg,1200,601,stoplight,371,306,400,368
Check Out these Innovative Traffic Lights in Izmir_.jpg,1200,601,stoplight,779,307,816,374
Check Out these Innovative Traffic Lights in Izmir_.jpg,1200,601,go,375,342,404,361
Check Out these Innovative Traffic Lights in Izmir_.jpg,1200,601,go,604,203,635,230
Check Out these Innovative Traffic Lights in Izmir_.jpg,1200,601,go,784,348,819,369
Cities Safer By Design.jpg,680,377,stoplight,361,12,435,168
Cities Safer By Design.jpg,680,377,stoplight,479,9,609,181
Cities Safer By Design.jpg,680,377,stop,367,26,424,69
Cities Safer By Design.jpg,680,377,stop,483,23,541,77
Cities with the worst traffic in the world_ (1).jpg,1200,630,stoplight,1123,210,1155,266
city_ traffic_ lights_ motion_ movement_ cars_ transportat.jpg,880,582,stoplight,325,261,344,290
city_ traffic_ lights_ motion_ movement_ cars_ transportat.jpg,880,582,stoplight,266,306,282,330
city_ traffic_ lights_ motion_ movement_ cars_ transportat.jpg,880,582,stoplight,512,310,527,328
city_ traffic_ lights_ motion_ movement_ cars_ transportat.jpg,880,582,go,327,275,344,289
city_ traffic_ lights_ motion_ movement_ cars_ transportat.jpg,880,582,go,268,314,281,328
Ciudad de medianoche Ciudad de medianoche Resimleri__yythk.jpg,406,608,stoplight,144,132,238,266
Ciudad de medianoche Ciudad de medianoche Resimleri__yythk.jpg,406,608,stop,184,144,238,195
Ciudad de medianoche Ciudad de medianoche Resimleri__yythk.jpg,406,608,stoplight,383,278,406,331
Classroom Traffic Light System PowerPoint _ Twinkl.jpg,630,315,stoplight,222,82,333,289
Classroom Traffic Light System PowerPoint _ Twinkl.jpg,630,315,stoplight,535,161,604,298
Classroom Traffic Light System PowerPoint _ Twinkl.jpg,630,315,stop,237,89,307,152
Classroom Traffic Light System PowerPoint _ Twinkl.jpg,630,315,stop,545,165,591,208
